pos_id,neg_id,bm25_pos_score,bm25_neg_score,score_ratio,lcs_ratio,pos_text_snippet,neg_text_snippet
Page_V01P525,Page_V01P533,856.4441,187.4349,0.2189,0.0037," وبثلاثة أشهر إن لم تحض أو يئست ومن انقطع حيضها  بلا
 علة لم تتزوج حتى تحيض أو ت..."," وهو لذات أقراء حيضة ولذات أشهر شهر ولحامل لا تعتد
 بالوضع وضعه.
 وتصدق في قولها..."
Page_V01P383,Page_V01P237,750.6494,115.1252,0.1534,0.003," 000000000000000000000000000000000
  ولو استأجر سفينة فدخلها سمك فهل
 هو له أو ل..."," وفي كل خمس إبل شاة إلى خمس وعشرين فبنت مخاض وفي ست
 وثلاثين بنت لبون.
  كان الب..."
Page_V01P491,Page_V01P527,763.0081,145.7735,0.1911,0.0304," 000000000000000000000000000000000
  أصل السنة والمتجه استمرار طلبها
 بعد الدخول..."," 000000000000000000000000000000000
  ويباح إبريسم لم يصبغ وترك التطيب
 ولو ليلا ..."
Page_V01P154,Page_V01P152,656.7649,113.8417,0.1733,0.0097," وتحويل وجهه فيهما يمينا في حي على الصلاة وشمالا في
 حي على الفلاح
  وتحويل وجهه..."," وينادى لجماعة  في نفل الصلاة جامعة وشرط فيهما ترتيب
 وولاء,
  وينادي لجماعة مشر..."
Page_V01P572,Page_V01P663,588.1648,100.4836,0.1708,0.0062," وتردد في كفر
  وخرج بالسجود الركوع لأن صورته تقع
 في العادة للمخلوق كثيرا بخلاف..."," 000000000000000000000000000000000
  ولو قال لغيره أقسمت عليك بالله أو
 أسألك با..."
Page_V01P127,Page_V01P222,650.5572,78.2834,0.1203,0.0023," وذكر ودعاء سرا عقبها,
  وسن ذكر ودعاء سرا عقبها أي الصلاة
 أي يسن الإسرار بهما ..."," 5- وصلاة على النبي بعد ثانية, 6- ودعاء لميت بعد
 ثالثة,
  5- وخامسها: صلاة على ..."
Page_V01P662,Page_V01P131,671.3277,98.3604,0.1465,0.001," 000000000000000000000000000000000
  أو وكتاب الله أو وقرآن الله أو
 والتوراة أو..."," ونظر نحو سماء وبصق أماما ويمينا,
  فلا يكره لحاجة كما لا يكره مجرد
 لمح العين.
..."
Page_V01P128,Page_V01P153,601.7469,85.8762,0.1427,0.0036," 0000000000000000000000000000000
  تجهر بصلاتك ولا تخافت بها} [17
 سورة الإسراء ..."," وجهر لجماعة ووقت لغير أذان صبح وسن تثويب صبح وترجيع
 وجعل مسبحتيه بصماخيه وفيهم..."
Page_V01P359,Page_V01P419,702.3444,123.5675,0.1759,0.002," 
 | باب في الوكالة والقراض
 تصح وكالة في كل عقد وفسخ عليه ولاية لموكل لا إقرار
..."," وفي مقربه أن لا يكون لمقر,
  من ذلك: الإقرار ولو قال اقض الألف
 الذي لي عليك أو..."
Page_V01P314,Page_V01P420,680.3807,92.4986,0.136,0.0031," 00000000000000000000000000000000000
  صرفه في جهة من جهاتها: صرف إليها
 واختصت ..."," وصح إقرار من مريض ولو لوارث,
  فتنافى الإقرار به لغيره: إذ هو
 إقرار بحق سابق.
..."
Page_V01P285,Page_V01P066,611.9564,66.9855,0.1095,0.0074," أركانه: 1- إحرام, 2- ووقوف بعرفة
  فرع تجب إنابة عن ميت عليه نسك من
 تركته كما ..."," 4- ونفاس.
 وفرضه: 1- نية رفع الجنابة أو أداء فرض الغسل مقرونة بأوله,
  وقيل: لا..."
Page_V01P435,Page_V01P489,827.4772,83.378,0.1008,0.0063," ونصف لهن منفردات ولزوج ليس لزوجته فرع وربع له معه
 ولها دونه وثمن لها معه وثلث ..."," وليس لولي عفو عن مهر.
  قال الماوردي والروياني: تقدم الأم
 فالأخت للام فالجدات ..."
Page_V01P233,Page_V01P232,572.1409,133.2176,0.2328,0.007," ولا زكاة في حلي مباح ولو لإجارة إلا بنية كنز.
  وفي الوجيز: يحرم.
 وزاد في الإح..."," وشرط تمام نصاب كل الحول وينقطع بتخلل زوال ملك وكره
 لحيلة.
  الحول وإن ملكه بدو..."
Page_V01P450,Page_V01P514,689.4807,75.2886,0.1092,0.005," وجميلة وبعيدة وبكر وولود أولى.
  وتكره بنت الزنا والفاسق.
 وجميلة أولى: لخبر: ""..."," ولو قال طلقتك ونوى عددا وقع منوي,
  زوجته عمرة لم تطلق ومن قال:
 امرأتي طالق مش..."
Page_V01P564,Page_V01P569,722.3941,109.6833,0.1518,0.0021," ومكافأة بإسلام أو حرية أو أصالة ويقتل جميع بواحد.
  والمذهب وجوبه على السكران ا..."," 000000000000000000000000000000000
  تحريم المبادرة فلا قصاص عليه إن
 كان قبل عف..."
Page_V01P156,Page_V01P228,659.5481,78.6225,0.1192,0.0024," ويصدق إن ثوب ولكل أن يصلي على النبي صلى الله عليه
 وسلم بعد فراغهما ثم : اللهم ..."," تلقين بالغ ولو شهيدا بعد دفن وزيارة قبور لرجل
  ما سيأتي فيه إذ لا يصير مسلما إ..."
Page_V01P254,Page_V01P348,602.3626,72.6233,0.1206,0.0035," 0000000000000000000000000000000000
  وغيره حتى بالفقر ويجوز للمكفي بها
 الأخذ ب..."," وليس له رهن لآخر ووطء وتزويج لا منه.
  وعلف دابة وأجرة رد آبق ومكان حفظ
 وإعادة..."
Page_V01P217,Page_V01P220,632.9692,51.2726,0.081,0.004," ودفنه في حفرة تمنع رائحة وسبعا,
  وأفتى ابن الصلاح بحرمة ستر
 الجنازة بحرير ولو..."," ونبش لغسل ولا تدفن امرأة في بطنها جنين حتى يتحقق
 موته وووري سقط فإن اختلج صلي ..."
Page_V01P566,Page_V01P596,881.5242,89.9892,0.1021,0.0031," وثلاثون جذعة وأربعون خلفة ومخمسة في خطأ من بنات
 مخاض ولبون وبني لبون وحقاق وجذ..."," وابتداؤه سنة,
  ويجب اتصال الرد بالسلام كاتصال
 قبول البيع بإيجابه ولا بأس بتقد..."
Page_V01P329,Page_V01P480,859.6112,153.6578,0.1788,0.0019, وكل بفرقة بدن عرفا، وخلف نافي فرقة أو فسخ قبلها، ولهما شرط خيار ثلاثة  أيام فأق...," وبرص غير,
  يتقطع وبرص مستحكم وهو بياض شديد
 يذهب دموية الجلد وإن قلا.
 وعلامة ..."
Page_V01P655,Page_V01P507,634.519,68.0799,0.1073,0.0079," وشرط لشهادة بفعل كزنا إبصار وبقول كعقد هو وسمع,
  قدرها الأكثرون بسنة لان الفصو..."," لا مكره بمحذور,
  بخلاف سكران لم يتعد بتناول مسكر
 كأن أكره عليه أو لم يعلم أنه..."
Page_V01P556,Page_V01P490,192.5252,15.62,0.0811,0.0121," | فصل [في بيان أحكام الحضانة ونفقة المملوك]
 والأولى بالحضانة وهي تربية من لا ي..."," 000000000000000000000000000000000
  بما وصلها منه كما صرح به جمع
 محققون.
 ولو ..."
Page_V01P497,Page_V01P143,701.649,81.1548,0.1157,0.001," بلا إطالة وأكثره ثلاث ولجديدة بكر سبع وثيب ثلاث,
  نفقة وتعرف خبر بلا إطالة في ..."," ولاء ولو سهوا كثلاث خطوات توالت لا بحركات خفيفة
 كتحريك أصابع أو جفن,
  حال كون..."
Page_V01P202,Page_V01P320,593.2102,69.9361,0.1179,0.0063," وعربية وقيام قادر عليه وطهر وستر وجلوس بينهما
  قال شيخنا: لا تجب الجمعة على
 أ..."," وطهره ورؤيته.
  برضاه قبل توفية الثمن حل له أكله
 أو بعدها مع علمه أنه حرام حل ..."
Page_V01P445,Page_V01P158,563.921,79.3547,0.1407,0.0087," ونظر كل الآخر غير عورة ,
  للأخبار الثابتة في السنن وقد
 أوردت جملة منها في كتا..."," يسن أربع ركعات قبل عصر وظهر وبعده وركعتان بعد مغرب
 وعشاء وقبلهما
  ويعبر عنه ب..."
Page_V01P411,Page_V01P236,666.2338,86.0301,0.1291,0.0033," ولموقوف عليه ريع,
  بعض الأيام.
 وقال النووي: وإن أخل استناب لعذر كمرض أو حبس ب..."," 000000000000000000000000000000000
  ذلك قصدا أم نبت اتفاقا كما في
 المجموع حاكي..."
Page_V01P093,Page_V01P095,639.1985,90.7578,0.142,0.0036," وسن إضافة إلى الله وتعرض لأداء أو قضاء ولاستقبال
 وعدد ركعات ونطق بمنوي.
 وتكبي..."," ويجب إسماعه نفسه كسائر ركن قولي وسن جزم رائه ورفع
 كفيه بكشف حذو منكبيه
  وهي س..."
Page_V01P159,Page_V01P052,615.7522,60.016,0.0975,0.0023," وصبح
  أخرهما وركعتان قبل صبح ويسن
 تخفيفهما وقراءة الكافرون والإخلاص فيهما لخب..."," بكل خشن لكل صلاة,
  للصائم] : لولا أن أشق على أمتي
 لأمرتهم بالسواك عند كل وضوء..."
Page_V01P282,Page_V01P283,581.0373,88.195,0.1518,0.0014," 
 | باب الحج والعمرة
 | مدخل
 ...
 باب الحج [والعمرة]
  باب الحج [والعمرة]
 وهو..."," يجبان على مكلف حر مستطيع
  قال شيخنا في حاشية الإيضاح: قوله:
 كيوم ولدته أمه يش..."
Page_V01P511,Page_V01P668,802.9658,110.2593,0.1373,0.0042," وبكناية مع نية مقترنة بأولها ك: أنت علي حرام وخلية
 وبائن وحرة وكأمي ويا بنتي و..."," ولو ملك بعضه عتق عليه ومن قال: أنت حر بعد موتي فهو
 مدبر يعتق بعد وفاته وبطل بن..."
Page_V01P374,Page_V01P323,503.1416,51.5787,0.1025,0.0082," 
 | باب في الإجارة
 تصح إجارة بإيجاب كأجرتك بكذا وقبول كاستأجرت بأجر معلوم.
  ب..."," قبض رأس مال قبل تفرق وكون مسلم فيه دينا ومقدورا في
 محله ومعلوم قدر.
  المذكورة..."
Page_V01P308,Page_V01P305,655.254,70.3042,0.1073,0.0103," 000000000000000000000000000000000
  واحد فيما لو انفلتت شفرته فردها
 حالا أنه ي..."," 000000000000000000000000000000000
  مبتدعات العوام الجهلة فينبغي
 الانكفاف عنها..."
Page_V01P539,Page_V01P537,743.3853,101.8508,0.137,0.0011," مع لحاف لشتاء وعليه آلة  تنظيف كمشط ودهن
  ما يلبس في رجلها ويعتبر في نوعه
 عرف..."," إن لم تؤاكله بأدم
  وإنما تجب النفقة وقت طلوع فجر كل
 يوم فيوم  إن لم تؤاكله عل..."
Page_V01P343,Page_V01P341,710.9351,75.7397,0.1065,0.0031," ونفع بلا شرط
  الإقراض بقيمة بمحل الإقراض وقت
 المطالبة فيما لنقله مؤنة ولم يتح..."," وقبول
  ولو قال لمضطر أطعمتك بعوض فأنكر
 صدق المطعم حملا للناس على هذه المكرمة...."
